,business_status,formatted_address,formatted_phone_number,rating,types,url,user_ratings_total,location,name
ChIJ1xAYxocVIZURZq7pHZXoAHk,OPERATIONAL,"Rodovia Daniel Bruning - s/n Km 19, Gravatal - SC, 88735-000, Brazil",(48) 3642-3196,3.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=8719224605738905190,2,"{'lat': -28.3212662, 'lng': -49.0431687}",Pneus Gravatal
ChIJVyAKmPlCIZURUBqJvEODW2M,OPERATIONAL,"Av. Patrício Lima, 406 - Centro, Tubarão - SC, 88704-410, Brazil",(48) 3301-1000,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=7159460359584684624,145,"{'lat': -28.4755961, 'lng': -49.0088658}",DPaschoal
ChIJK_C0e_1CIZURwy41a6UyOw0,OPERATIONAL,"R. Lauro Müller, 2060 - Centro, Tubarão - SC, 88705-101, Brazil",(48) 99191-0415,4.7,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=953411432168632003,32,"{'lat': -28.4705758, 'lng': -48.9916019}",MM Pneus
ChIJL_C8VZxjIZURRfP2LvJeqII,OPERATIONAL,"Sangão - State of Santa Catarina, 88717-000, Brazil",(48) 99178-8008,4.7,"['point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=9414879415281054533,3,"{'lat': -28.655265, 'lng': -49.1598499}",Borracharia Evandro
ChIJr95EnuXMJpURHiNfUv9q_eg,OPERATIONAL,"Araçatuba, Imbituba - State of Santa Catarina, 88780-000, Brazil",(48) 3255-1044,4.6,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=16788692630738248478,53,"{'lat': -28.1333923, 'lng': -48.6916556}",Biela Pneus e Moto Peças
ChIJFflWXJzVJpURJR38hN3HDrw,OPERATIONAL,"BR-101, Paulo Lopes - SC, 88490-000, Brazil",,0,"['gas_station', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=13550988083037216037,,"{'lat': -27.9566678, 'lng': -48.6776643}",Borracharia do Miguel
ChIJz0U1LgBeIZURedBcxEJlwno,OPERATIONAL,"R. Santa Cecilia, 48, Jaguaruna - SC, 88715-000, Brazil",(48) 99607-7434,4.4,"['point_of_interest', 'establishment']",https://maps.google.com/?cid=8845743955545739385,22,"{'lat': -28.6016815, 'lng': -49.0407563}",Borracharia Jaguaruna
ChIJjY0qhsl7IZUR6GxayKSBGoQ,OPERATIONAL,"Rod. Genésio Mazon, 555 - Ibirapuera, Morro da Fumaça - SC, 88830-000, Brazil",(48) 3434-1563,0,"['point_of_interest', 'establishment']",https://maps.google.com/?cid=9519063307136953576,,"{'lat': -28.6443073, 'lng': -49.2049999}",Borracharia Araponga
ChIJ7e3NPEtqIZURkHsNCfkQu58,OPERATIONAL,"R. João Alfredo Rosa, Guarda - Margem Esquerda, Tubarão - SC, 88708-603, Brazil",99845-3225,5,"['point_of_interest', 'establishment']",https://maps.google.com/?cid=11509811934460214160,1,"{'lat': -28.4372423, 'lng': -49.080672}",Nei Peças Acessórios E Borracharia
ChIJ-3V60JbfI5UR4CsOaOxOYts,OPERATIONAL,"R. Roseval José Alves, 1615, Jaguaruna - SC, 88715-000, Brazil",(48) 99817-0697,0,"['gas_station', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=15808284419288869856,,"{'lat': -28.7261295, 'lng': -49.0734494}",Borracharia Cabral
ChIJ23SgG39EIZUR_aOl54RcQXw,OPERATIONAL,"R. João Rodrigues Martins, 14 - Centro, Capivari de Baixo - SC, 88745-000, Brazil",(48) 3623-0972,4.7,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=8953539260081087485,63,"{'lat': -28.4501753, 'lng': -48.9648845}",Mazinho Pneus
ChIJbZv3WFlCIZURQAitmJdPT_Q,OPERATIONAL,"Av. Patrício Lima, 1367 - Humaitá, Tubarão - SC, 88708-200, Brazil",(48) 3628-0222,4.3,"['gas_station', 'car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=17604376980934690880,4,"{'lat': -28.4793649, 'lng': -49.0065214}",Comércio de Pneus e Combustiveis Stupp
ChIJd2paB2pNIZURY8xqAfjolFU,OPERATIONAL,"Barbacena, Laguna - State of Santa Catarina, 88790-000, Brazil",(48) 99646-3418,5,"['point_of_interest', 'establishment']",https://maps.google.com/?cid=6166809941650361443,1,"{'lat': -28.4223095, 'lng': -48.7984904}",borracharia joao
ChIJ7yZ3vD3NJpUR1xiYRzQEN2I,OPERATIONAL,"BR-101 KM272 sentido sul BR-101, s/n - Penha, Imbituba - SC, 88780-000, Brazil",(48) 99674-2263,4.5,"['gas_station', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=7077129962021984471,20,"{'lat': -28.115168, 'lng': -48.70062}",Borracharia 7pontes
ChIJ8c2aU_c1IZURBrH0N7xwaCs,OPERATIONAL,"R. Cônego Itamar Luiz da Costa - Nova Brasília, Imbituba - SC, 88780-000, Brazil",(48) 98424-5640,5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=3127873894903755014,5,"{'lat': -28.2143385, 'lng': -48.7089571}",Mecânica e Eletrica ProAuto
ChIJlwGyDmNCIZURftiOJP5dM_o,OPERATIONAL,"R. Dep. Olices Pedro de Caldas, 28 - Morrotes, Tubarão - SC, 88704-296, Brazil",(48) 3626-9762,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=18028857079410645118,91,"{'lat': -28.4766248, 'lng': -49.0293785}",Primus Pneus Auto Center
ChIJ9eg2zoO1JpURuBqzxyI_LpU,OPERATIONAL,"Av. Renato Ramos da Silva, 120 - Paes Leme, Imbituba - SC, 88780-000, Brazil",(48) 3255-5835,4.7,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=10749598779191794360,43,"{'lat': -28.2534735, 'lng': -48.681998}",Gebalcar Pneus
ChIJkWvU--5TH5URZgXGLXoh_2U,OPERATIONAL,"829, R. Dona Úrsula, 753, Cambará do Sul - RS, 95480-000, Brazil",,4.7,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=7349629925529617766,6,"{'lat': -29.0500673, 'lng': -50.15104059999999}",Borracharia do Bochadinha
ChIJ3TUT1Zy1JpURHbp_jrATkh4,OPERATIONAL,"Av. Brasil - Paes Leme, Imbituba - SC, 88780-000, Brazil",(48) 3255-0670,4.6,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=2202844816763501085,85,"{'lat': -28.2486547, 'lng': -48.6779288}",Neném Pneus
ChIJ9WCHGUl0IZUR1-cETSGDJmY,OPERATIONAL,"Rod Sc 446, 238 - Nova Itália, Urussanga - SC, 88840-000, Brazil",(48) 3441-1212,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=7360714820032980951,2,"{'lat': -28.5103835, 'lng': -49.3157879}",Toti Pneus
ChIJT9x4xewRIZURewfzQKJ98uQ,OPERATIONAL,"SC-108, 0 - Bela Vista, São Ludgero - SC, 88730-000, Brazil",(48) 3657-1992,4.8,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=16497386520839391099,21,"{'lat': -28.3289202, 'lng': -49.1832781}",Toninho Pneus
ChIJHeo0lXaCIZURIgvirS3CLZg,OPERATIONAL,"Rod. Luiz Rosso, 145 - São Luís, Criciúma - SC, 88803-470, Brazil",(48) 3045-5956,4.4,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=10965634169163615010,69,"{'lat': -28.693737, 'lng': -49.3688049}",Josiel Mattiole Florentina Borracharia
ChIJjUc0ZtmDIZURo7fcTDFUS_Y,OPERATIONAL,"Av. dos Italianos - São Francisco, Criciúma - SC, 88805-400, Brazil",(48) 99634-5569,4,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=17747371327303235491,1,"{'lat': -28.6844088, 'lng': -49.4143306}",Enzo borracharia
ChIJF-1RIRFH35QR1kj7Q5ugFB0,OPERATIONAL,"R. Augusto Klapoth, 1285 - Santa Luzia, Brusque - SC, 88357-101, Brazil",(47) 3351-9599,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=2095476315355039958,,"{'lat': -27.16082, 'lng': -48.8927763}",Borracharia e Mecânica Busquirolli
ChIJq0NfpPZH35QRF0NXM77gxSw,OPERATIONAL,"R. Jacó Knihs, 30 - Santa Terezinha, Brusque - SC, 88352-230, Brazil",(47) 3350-0438,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=3226231815590593303,4,"{'lat': -27.0791364, 'lng': -48.8915087}",Borracharia União Ltda
ChIJUSytTcy3-5QRyStHRGOkTW4,OPERATIONAL,"R. Arnoldo Zuqui, nº 100 - Dom Joaquim, Brusque - SC, 88359-337, Brazil",(47) 98416-1130,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=7948189663633025993,2,"{'lat': -27.161533, 'lng': -48.954315}",Borracharia Móvel Grafite
ChIJmUdSp_RH35QREqrrxpzIP4w,OPERATIONAL,"R. Sete de Setembro, 635 - Santa Terezinha, Brusque - SC, 88352-001, Brazil",(47) 3252-1675,4.1,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=10106016664520469010,7,"{'lat': -27.0852735, 'lng': -48.90460179999999}",Borracharia Santa Rita
ChIJe9ELHHFH35QRj7XIz1_pEqc,OPERATIONAL,"R. Hercílio Luz, 99 - Centro 1, Brusque - SC, Brazil",,3.2,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=12038941351631959439,5,"{'lat': -27.0990613, 'lng': -48.9269557}",Borracharia
ChIJj4pQXYxH35QRNyBJbwMaL8E,OPERATIONAL,"R. Sete de Setembro, 412 - Santa Rita, Brusque - SC, 88352-000, Brazil",(47) 3087-5880,4.7,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=13920373575279779895,18,"{'lat': -27.0843709, 'lng': -48.9032356}",Borracharia Do Padilha
ChIJ3VM8qWVH35QRek9X87TudYo,OPERATIONAL,"R. Gen. Osório, 667 - Guarani, Brusque - SC, 88350-000, Brazil",(47) 98827-1038,4.5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=9977143010453311354,2,"{'lat': -27.096472, 'lng': -48.9331363}",Borracharia Guarani
ChIJodPPk6o435QRnEAA_gSYgw0,OPERATIONAL,"R. dos Imigrantes, número 300, Guabiruba - SC, 88360-000, Brazil",(47) 3354-1678,4.7,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=973789091650879644,9,"{'lat': -27.0969643, 'lng': -48.95934519999999}",Borracharia Monegat
ChIJp-Q8y99G35QR5EuX83DsVKA,OPERATIONAL,"R. Maximiliano Furbringer, 425 - Jardim Maluche, Brusque - SC, 88354-670, Brazil",(47) 3351-9599,0,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=11553118913979436004,,"{'lat': -27.115736, 'lng': -48.9342219}",Borracharia e Auto Center Busquirolli
ChIJZYaG_5dH35QRNq_VXHAFC0c,OPERATIONAL,"Centro 2, Brusque - State of Santa Catarina, 88353-130, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=5119191381588684598,,"{'lat': -27.0999981, 'lng': -48.910191}",Borracharia
ChIJiTN7CJxH35QRLRRx9qxN1vs,OPERATIONAL,"R. Santos Dumont, 370 - Santa Terezinha, Brusque - SC, 88352-200, Brazil",(47) 3351-2085,0,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=18146777153800311853,,"{'lat': -27.0788797, 'lng': -48.894264}",auto center e borracharia sao luiz
ChIJNbR__n4435QRO-RCI046Y-8,OPERATIONAL,"R. Paulo Bauer, 43 - São Luiz, Brusque - SC, 88351-490, Brazil",(47) 3351-2085,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=17249695105032578107,11,"{'lat': -27.0806732, 'lng': -48.9174843}",Auto Center and Tire Shop Sao Luiz
ChIJ-YxFAQyx35QRv7LOrFugRCQ,OPERATIONAL,"Br 470 kilometro 128 Posto russi - Salto Pilão, Lontras - SC, 89182-000, Brazil",(47) 98882-7079,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=2613389999383425727,,"{'lat': -27.1349452, 'lng': -49.54387209999999}",JL borracharia
ChIJD5WSpHQ335QRMuiLF67zMMY,OPERATIONAL,"Rod. Antônio Heil - Limoeiro, Brusque - SC, 88352-502, Brazil",,0,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=14281182347436746802,,"{'lat': -27.0554201, 'lng': -48.8745094}",Borracharia km23
ChIJz-eH8dI_35QRqOIRRoX2sZA,OPERATIONAL,"Rua Gruenerwinkel, 1440 - Aimoré, Guabiruba - SC, 88360-000, Brazil",(47) 99175-4667,0,"['point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=10426385664606069416,,"{'lat': -27.0871193, 'lng': -49.032791}",Borracharia e Pneus para Motos
ChIJ6SHjc05B35QRJIP4_fzfThw,OPERATIONAL,"Rod. Pedro Merisio, Botuverá - SC, 88370-000, Brazil",(47) 3308-5991,0,"['point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=2039813958931088164,,"{'lat': -27.175476, 'lng': -49.0208489}",Borracharia do Toninho
ChIJzUbCGuFV35QRQhJay1Cvahw,OPERATIONAL,"São João Batista - State of Santa Catarina, 88240-000, Brazil",,0,"['point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=2047641742137233986,,"{'lat': -27.2781274, 'lng': -48.7915492}",Borracharia pai e filho
ChIJqXKdspq535QRRrXTJERtJQs,OPERATIONAL,"Estr. Blumenau, 52 - Taboão, Rio do Sul - SC, 89160-000, Brazil",,4.8,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=803168247998559558,6,"{'lat': -27.2028071, 'lng': -49.61982099999999}",Borracheiro
ChIJU_FaDBBV35QRMjLrKTsQXMg,OPERATIONAL,"R. Galera Canelinha, Canelinha - SC, 88230-000, Brazil",(48) 99103-0831,0,"['point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=14437432351735362098,,"{'lat': -27.2818401, 'lng': -48.7897937}",Borracharia pai e filho
ChIJxzHTYGZH35QR8dpQn_1uyY8,OPERATIONAL,"R. Gen. Osório, 578 - Guarani, Brusque - SC, 88350-480, Brazil",(47) 3355-6201,4.6,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=10360934453321194225,56,"{'lat': -27.0978499, 'lng': -48.9363225}",Guarani Centro Automotivo
ChIJAaA_54-035QRHBStFx_3H1U,OPERATIONAL,"Tv. Luís Rigo - Centro, Pres. Getúlio - SC, 89150-000, Brazil",(47) 3352-1301,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=6133892930415170588,9,"{'lat': -27.0458162, 'lng': -49.6211778}",Lavação e Borracharia Suavi
ChIJW0u5Pr2p35QRT4fqInQ7ztc,OPERATIONAL,"Av. Quintino Bocaiúva, 294, Apiúna - SC, 89135-000, Brazil",(47) 3353-1633,3,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=15550431933344941903,1,"{'lat': -27.0378139, 'lng': -49.39477189999999}",Braatz Borracharia
ChIJ29oMQ1BRJ5URqF_fOoB9h9c,OPERATIONAL,"Governador Celso Ramos - State of Santa Catarina, 88190-000, Brazil",,4,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=15530519829707448232,8,"{'lat': -27.3767902, 'lng': -48.6306127}",Borracharia
ChIJN4XLIGm12JQR8huuv4xZTg0,OPERATIONAL,"R. Ivonete R. da Silva - Centro, Camboriú - SC, 88340-470, Brazil",(47) 99642-5060,4.6,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=958802231722646514,23,"{'lat': -27.0297167, 'lng': -48.6445441}",Borracharia Móvel Fries 24 horas
ChIJsZpxYZ-x2JQRkk-_mfp0Uhs,OPERATIONAL,"Av. Marginal Oeste - Varzea, Itapema - SC, 88220-000, Brazil",(47) 99735-6917,4.3,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=1968764606784425874,25,"{'lat': -27.0970053, 'lng': -48.6189675}",Borracharia Amaral
ChIJewT_bAy22JQROW2uKRNiUWE,OPERATIONAL,"R. 2550, 678 - Centro, Balneário Camboriú - SC, 88330-388, Brazil",(47) 99656-4280,4.3,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=7012493929235770681,22,"{'lat': -26.9982793, 'lng': -48.6330812}",Borracharia
ChIJk_pnxNux2JQR-nLn66vIzwo,OPERATIONAL,"R. 432, 273 - Morretes, Itapema - SC, 88220-000, Brazil",(47) 99704-2814,4.2,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=779061901281161978,29,"{'lat': -27.1243352, 'lng': -48.6120915}",Borracharia Kbça
ChIJpzU5d2ep2JQRd98Lpakj01A,OPERATIONAL,"rua demonthenes feminella, fundo posto do lirio, sala 03, Brazil",(48) 98432-7722,4.3,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=5824037954645647223,36,"{'lat': -27.2340857, 'lng': -48.63167809999999}",Borracharia do Mazinho Ltda
ChIJ2wFt1ZdJJ5UR-2UziQlZPSI,OPERATIONAL,"Bela Vista, São José - State of Santa Catarina, 88110-800, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=2467226068360324603,,"{'lat': -27.5696462, 'lng': -48.6188714}",Borracharia Fagundes
ChIJ4cSztu632JQRPF123jpEiao,OPERATIONAL,"Av Marginal oeste n 822 Esq Com, R. Dom Henrique - Vila Real, Balneário Camboriú - SC, 88337-000, Brazil",(47) 99686-6363,4.8,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=12288428077888199996,23,"{'lat': -27.0043631, 'lng': -48.6306094}",Borracharia Da Vila -----Abre as 12.30 hrs e fecha 00.00 hrs ...
ChIJmRXUlG622JQRIlC-ZknKKX4,OPERATIONAL,"Av. Marginal Leste, 720 - Centro, Balneário Camboriú - SC, 88330-281, Brazil",,3.8,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=9091019739429228578,10,"{'lat': -27.0049658, 'lng': -48.6252631}",Borracharia Diego
ChIJAQAAAEA_IpURkVx7PbUSbjY,OPERATIONAL,"Avenida Santa Catarina 915 - fr, Balneário Gaivota - SC, 88955-000, Brazil",(48) 3583-0032,2,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=3922092895116156049,2,"{'lat': -29.18138919999999, 'lng': -49.6299077}",Borracharia Klebber Dagostin
ChIJ1_KQhqsuIJURAI37dXDpPGM,OPERATIONAL,"Tv. Luciano Goularte, 26, São Joaquim - SC, 88600-000, Brazil",(49) 3233-3001,4.3,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=7150846977582533888,28,"{'lat': -28.289496, 'lng': -49.9388726}",Borracharia Catarinense
ChIJlTCRJjgpIJURfZ_FdBlyRUc,OPERATIONAL,"R. Aristides Cassão - Jardim minuano, São Joaquim - SC, 88600-000, Brazil",(49) 99144-5868,1,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=5135636403744776061,1,"{'lat': -28.292447, 'lng': -49.9438927}",Borracharia Dois Irmãos
ChIJV5YUIU4pIJURORt8KDXnPAw,OPERATIONAL,"São Joaquim - State of Santa Catarina, 88600-000, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=881833842556279609,,"{'lat': -28.2913411, 'lng': -49.9433264}",Borracharia Minuano
ChIJN4p98BCCIpUROo-S3nwZCyk,OPERATIONAL,"R. Parque Três, 2545 - Zona Nova, Capão da Canoa - RS, 95555-000, Brazil",(51) 99538-4256,4.2,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=2957485604399648570,36,"{'lat': -29.74393199999999, 'lng': -50.016513}",Borracharia capao da canoa
ChIJNQMSafJ4GJURDZBj5q2MhQA,OPERATIONAL,"R. Ceriaco Jerônimo de Souza - XANGRI-LÁ, Xangri-Lá - RS, 95588-000, Brazil",(51) 99587-5365,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=37590850425032717,19,"{'lat': -29.7676836, 'lng': -50.0427624}",Borracharia Dos Guris
ChIJ0WM6CKeBIpURUPDpTL69ZiU,OPERATIONAL,"Av. Paraguassu, 4376, Capão da Canoa - RS, 95555-000, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=2695050052059656272,,"{'lat': -29.6881606, 'lng': -49.9795504}",Borracharia
ChIJacP52KZ4GJURl_W8k2deAfw,OPERATIONAL,"R. Rolante, Capão da Canoa - RS, 95555-000, Brazil",(51) 98154-0339,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=18158898971487827351,1,"{'lat': -29.7436913, 'lng': -50.0214552}",Borracharia Do Toco
ChIJ09r-r7Z5GJUR1DRLuMtzXyQ,OPERATIONAL,"RS-407, 1770 - Santo Antonio, Capão da Canoa - RS, 95555-000, Brazil",(51) 99858-1334,4.5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=2620940826960409812,6,"{'lat': -29.7650097, 'lng': -50.0334207}",Mecânica e borracharia vargas
ChIJf1Wu5e-BIpURW0J-2axr2zY,OPERATIONAL,"Av. Paraguassu, 3483, Capão da Canoa - RS, 95555-000, Brazil",(51) 98285-4673,4.6,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=3952871488075219547,14,"{'lat': -29.680841, 'lng': -49.975027}",GP Oficina Mecânica e Borracharia
ChIJXxc9cqF4GJURpq-v1pr2bqE,OPERATIONAL,"Av. Central, Capão da Canoa - RS, 95555-000, Brazil",(51) 99709-0316,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=11632506032431804326,,"{'lat': -29.74688009999999, 'lng': -50.0228901}",Gdj Borracharia
ChIJM4bRk7CBGJURULBqDmypO_8,OPERATIONAL,"Rod. Rod. do Mercosul, Terra de Areia - RS, 95535-000, Brazil",(55) 99947-4767,4.6,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=18391479784860987472,13,"{'lat': -29.622301, 'lng': -50.09743479999999}",Borracharia PitStop 24 horas
ChIJ1ZiVK7CDIpURa5brkHYYVvw,OPERATIONAL,"Av. Paraguassu - Arco íris, Capão da Canoa - RS, 95555-000, Brazil",(51) 98617-7756,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=18182747443071522411,7,"{'lat': -29.7352623, 'lng': -50.0052297}",Borracharia Lopes
ChIJbT3m3uOHGJUR66hTJ5w1soE,OPERATIONAL,"Maquiné - State of Rio Grande do Sul, 95530-000, Brazil",,4.8,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=9345591121538164971,4,"{'lat': -29.6948733, 'lng': -50.1796178}",Borracharia Fernandez
ChIJrcH7gL14GJURZj0gZgBKbcA,OPERATIONAL,"Capão da Canoa - RS, 95555-000, Brazil",,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=13865820193317469542,3,"{'lat': -29.7529081, 'lng': -50.0317922}",Borracharia
ChIJiVlwIXyBIpURm_N9_lthjtk,OPERATIONAL,"Av. Paraguassu, 110 - Guarani, Capão da Canoa - RS, 95555-000, Brazil",(51) 99546-1561,4.9,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=15676574400662860699,9,"{'lat': -29.7333529, 'lng': -50.0040547}",Borracharia do alemao capao da canoa
ChIJ91W-lnOCIpUR2zs-peyIH4M,OPERATIONAL,"Av. Paraguassu, 796 - Zona Nova, Capão da Canoa - RS, 95555-000, Brazil",,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=9448421093212568539,2,"{'lat': -29.7493748, 'lng': -50.0125997}",Catarina Borracharia
